icao_code,name,type,iso_country,iso_region,municipality,latitude_deg,longitude_deg
LBBB,Belchinski Bani Airstrip,small_airport,BG,BG-23,Belchinski Bani,42.374713,23.392548
EDVQ,Wilsche Glider Field,small_airport,DE,DE-NI,Gifhorn,52.524677,10.462597
EDTA,Bohlhof Glider Field,small_airport,DE,DE-BW,Wutöschingen,47.6509,8.3867
EDSF,Hütten Glider Field,small_airport,DE,DE-BW,Rickenbach,47.6333,7.9412
EDKS,Iserlohn-Sümmern Glider Field,small_airport,DE,DE-NW,Iserlohn,51.436389,7.699722
EBAW,Antwerp International Airport (Deurne),medium_airport,BE,BE-VAN,Antwerp,51.190667,4.463153
EBBR,Brussels Airport,large_airport,BE,BE-VBR,Zaventem,50.901402,4.48444
EBCI,Brussels South Charleroi Airport,large_airport,BE,BE-WHT,Charleroi,50.461963,4.459562
EBKT,Flanders International Airport Kortrijk-Wevelgem,medium_airport,BE,BE-VWV,Wevelgem,50.818878,3.209551
EBLG,Liège Airport,medium_airport,BE,BE-WLG,Grâce-Hollogne,50.638574,5.443897
EBOS,Ostend-Bruges International Airport,large_airport,BE,BE-VWV,Oostende,51.1998,2.874673
EDAC,Leipzig–Altenburg Airport,medium_airport,DE,DE-TH,Nobitz,50.981945,12.506389
EDAH,Heringsdorf Airport,medium_airport,DE,DE-MV,Zirchow,53.8787,14.1523
EDAI,Sonderlandeplatz Segeletz,small_airport,DE,DE-BR,Neustadt,52.826668,12.541944
EDAU,Riesa-Göhlis Airport,small_airport,DE,DE-SN,Riesa,51.29361,13.356111
EDAX,Müritz Airpark,small_airport,DE,DE-MV,Lärz,53.306389,12.752222
EDBC,Cochstedt Airport,small_airport,DE,DE-ST,Hecklingen,51.8564,11.4203
EDBH,Stralsund-Barth Airport,small_airport,DE,DE-MV,Barth,54.338253,12.710515
EDBN,Neubrandenburg Trollenhagen Airport,medium_airport,DE,DE-MV,Trollenhagen,53.6022,13.306
EDCG,Rügen Airport,small_airport,DE,DE-MV,Dreschvitz,54.38347,13.325542
EDCK,Köthen Airport,small_airport,DE,DE-ST,Köthen (Anhalt),51.723745,11.948826
EDCP,Peenemünde Airport,small_airport,DE,DE-MV,Peenemünde,54.15778,13.774444
EDDB,Berlin Brandenburg Airport,large_airport,DE,DE-BR,Berlin,52.361738,13.502341
EDDC,Dresden Airport,large_airport,DE,DE-SN,Dresden,51.134123,13.767831
EDDE,Erfurt-Weimar Airport,large_airport,DE,DE-TH,Erfurt,50.978281,10.960713
EDDF,Frankfurt Main Airport,large_airport,DE,DE-HE,Frankfurt am Main,50.026706,8.55835
EDDG,Münster Osnabrück Airport,large_airport,DE,DE-NW,Greven,52.133816,7.688482
EDDH,Hamburg Helmut Schmidt Airport,large_airport,DE,DE-HH,Hamburg,53.630402,9.98823
EDDK,Cologne Bonn Airport,large_airport,DE,DE-NW,Köln (Cologne),50.865898,7.14274
EDDL,Düsseldorf Airport,large_airport,DE,DE-NW,Düsseldorf,51.289501,6.76678
EDDM,Munich Airport,large_airport,DE,DE-BY,Munich,48.353802,11.7861
EDDN,Nuremberg Airport,large_airport,DE,DE-BY,Nuremberg,49.498699,11.078056
EDDP,Leipzig/Halle Airport,large_airport,DE,DE-SN,Schkeuditz,51.420657,12.232705
EDDR,Saarbrücken Airport,large_airport,DE,DE-SL,Saarbrücken,49.217562,7.111667
EDDS,Stuttgart Airport,large_airport,DE,DE-BW,Stuttgart,48.689899,9.22196
EDDV,Hannover Airport,large_airport,DE,DE-NI,Hannover,52.461102,9.68508
EDDW,Bremen Airport,large_airport,DE,DE-HB,Bremen,53.046786,8.78932
EDEP,Heppenheim Glider Field,small_airport,DE,DE-HE,Heppenheim,49.621944,8.624444
EDFE,Frankfurt-Egelsbach Airport,medium_airport,DE,DE-HE,Egelsbach,49.96,8.643043
EDFH,Frankfurt-Hahn Airport,large_airport,DE,DE-RP,Frankfurt am Main (Lautzenhausen),49.946353,7.261734
EDFM,Mannheim-City Airport,medium_airport,DE,DE-BW,Mannheim,49.473057,8.514167
EDGE,Eisenach-Kindel Airport,medium_airport,DE,DE-TH,Hörselberg-Hainich,50.991604,10.47973
EDGS,Siegerland Airport,medium_airport,DE,DE-NW,Burbach,50.707699,8.08297
EDHI,Hamburg-Finkenwerder Airport,medium_airport,DE,DE-HH,Hamburg,53.5352783203125,9.835556030273438
EDHK,Kiel-Holtenau Airport,medium_airport,DE,DE-SH,Kiel,54.37957,10.145266
EDHL,Lübeck Blankensee Airport,medium_airport,DE,DE-SH,Lübeck,53.805401,10.7192
EDHN,Neumünster Airport,small_airport,DE,DE-SH,Neumünster,54.079445,9.941389
EDJA,Memmingen Allgau Airport,large_airport,DE,DE-BY,Memmingen,47.988092,10.238248
EDKA,Aachen-Merzbrück Airport,small_airport,DE,DE-NW,Aachen,50.823055,6.186389
EDLE,Essen-Mülheim Airport,small_airport,DE,DE-NW,Essen,51.402302,6.93733
EDLI,Bielefeld Airport,medium_airport,DE,DE-NW,Bielefeld,51.964722,8.544444
EDLN,Mönchengladbach Airport,medium_airport,DE,DE-NW,Mönchengladbach,51.230278,6.504444
EDLP,Paderborn Lippstadt Airport,large_airport,DE,DE-NW,Büren,51.612527,8.617459
EDLV,Weeze (Niederrhein) Airport,large_airport,DE,DE-NW,Weeze,51.601362,6.141228
EDLW,Dortmund Airport,large_airport,DE,DE-NW,Dortmund,51.518299,7.61224
EDMA,Augsburg Airport,medium_airport,DE,DE-BY,Augsburg,48.425278,10.931667
EDMO,Oberpfaffenhofen Airport,medium_airport,DE,DE-BY,Weßling,48.081402,11.2831
EDMS,Straubing Airport,small_airport,DE,DE-BY,Atting,48.900833,12.516667
EDNY,Bodensee Airport Friedrichshafen,large_airport,DE,DE-BW,Friedrichshafen,47.671299,9.51149
EDQD,Bayreuth Airport,medium_airport,DE,DE-BY,Bindlach,49.985001,11.64
EDQE,Burg Feuerstein Airport,small_airport,DE,DE-BY,Ebermannstadt,49.794167,11.133611
EDQG,Giebelstadt Airport,small_airport,DE,DE-BY,Giebelstadt,49.6480560303,9.966388702390002
EDQM,Hof-Plauen Airport,medium_airport,DE,DE-BY,Hof,50.288544,11.852876
EDRB,Bitburg Airport,small_airport,DE,DE-RP,Bitburg,49.945278,6.565
EDRZ,Zweibrücken Airport,small_airport,DE,DE-RP,Zweibrücken,49.2094,7.40056
EDSB,Karlsruhe Baden-Baden Airport,large_airport,DE,DE-BW,Rheinmünster,48.7794,8.0805
EDTL,Lahr Airport,medium_airport,DE,DE-BW,Lahr/Schwarzwald,48.369301,7.82772
EDVE,Braunschweig-Wolfsburg Airport,medium_airport,DE,DE-NI,Braunschweig,52.319199,10.5561
EDVK,Kassel Airport,large_airport,DE,DE-HE,Calden,51.418395,9.391638
EDWE,Emden Airport,small_airport,DE,DE-NI,Emden,53.391109,7.2275
EDWG,Wangerooge Airport,small_airport,DE,DE-NI,Wangerooge,53.782544,7.919584
EDWI,JadeWeser Airport,small_airport,DE,DE-NI,Wilhelmshaven,53.50222,8.052222
EDWJ,Juist Airport,small_airport,DE,DE-NI,Juist,53.681421,7.056398
EDWL,Langeoog Airport,small_airport,DE,DE-NI,Langeoog,53.742379,7.496345
EDWR,Borkum Airport,small_airport,DE,DE-NI,Borkum,53.59639,6.709167
EDWS,Norden-Norddeich Airport,small_airport,DE,DE-NI,Norddeich,53.633057,7.190278
EDWY,Norderney Airport,small_airport,DE,DE-NI,Norderney,53.706944,7.23
EDWZ,Baltrum Airport,small_airport,DE,DE-NI,Baltrum,53.72485,7.373257
EDXA,Flugplatz Achmer,small_airport,DE,DE-NI,Bramsche,52.37722,7.913333
EDXB,Heide-Büsum Airport,small_airport,DE,DE-SH,Oesterdeichstrich,54.153332,8.901667
EDXF,Flensburg-Schäferhaus Airport,small_airport,DE,DE-SH,Flensburg,54.773335,9.378889
EDXH,Helgoland-Düne Airport,small_airport,DE,DE-SH,Helgoland,54.18528,7.915833
EDXJ,Husum-Schwesing Airport,small_airport,DE,DE-SH,Husum,54.5099983215,9.13833332062
EDXO,Sankt Peter-Ording Airport,small_airport,DE,DE-SH,Sankt Peter-Ording,54.308887,8.686944
EDXW,Westerland Sylt Airport,medium_airport,DE,DE-SH,Sylt,54.9132,8.34047
EDXY,Wyk auf Föhr Airport,small_airport,DE,DE-SH,Wyk auf Föhr,54.684444,8.528333
EEKA,Kärdla Airport,medium_airport,EE,EE-39,Kärdla,58.99079895019531,22.830699920654297
EEKE,Kuressaare Airport,medium_airport,EE,EE-74,Kuressaare,58.22990036010742,22.50950050354004
EELU,Lyckholm Airstrip,small_airport,EE,EE-57,Saare,59.02211,23.57808
EEPU,Pärnu Airport,medium_airport,EE,EE-67,Pärnu,58.41899871826172,24.47279930114746
EETN,Lennart Meri Tallinn Airport,large_airport,EE,EE-37,Tallinn,59.413246,24.83264
EETU,Tartu Airport,medium_airport,EE,EE-7B,Tartu,58.307438,26.686473
EFET,Enontekio Airport,medium_airport,FI,FI-10,Enontekio,68.362602233887,23.424299240112
EFHA,Halli Airport,medium_airport,FI,FI-08,Jämsä,61.856039,24.786686
EFHK,Helsinki Vantaa Airport,large_airport,FI,FI-18,Helsinki (Vantaa),60.318363,24.963341
EFIT,Kitee Airport,medium_airport,FI,FI-13,Kitee,62.1661,30.073601
EFIV,Ivalo Airport,large_airport,FI,FI-10,Ivalo,68.6073,27.4053
EFJO,Joensuu Airport,medium_airport,FI,FI-13,Joensuu,62.658815,29.619398
EFJY,Jyväskylä Airport,medium_airport,FI,FI-08,Jyväskylän Maalaiskunta,62.399502,25.678301
EFKE,Kemi-Tornio Airport,medium_airport,FI,FI-10,Kemi / Tornio,65.778701782227,24.582099914551
EFKI,Kajaani Airport,medium_airport,FI,FI-05,Kajaani,64.2855,27.6924
EFKK,Kokkola-Pietarsaari Airport,medium_airport,FI,FI-07,Kokkola / Kruunupyy,63.721199,23.143101
EFKS,Kuusamo Airport,medium_airport,FI,FI-14,Kuusamo,65.987602,29.239401
EFKT,Kittilä International Airport,large_airport,FI,FI-10,Kittilä,67.700996,24.8468
EFKU,Kuopio Airport,large_airport,FI,FI-15,Kuopio / Siilinjärvi,63.007099,27.7978
EFLP,Lappeenranta Airport,large_airport,FI,FI-02,Lappeenranta,61.044601,28.144743
EFMA,Mariehamn Airport,large_airport,FI,FI-01,Mariehamn,60.1222,19.898199
EFMI,Mikkeli Airport,medium_airport,FI,FI-04,Mikkeli,61.6866,27.201799
EFOU,Oulu Airport,large_airport,FI,FI-14,Oulu / Oulunsalo,64.930099,25.354601
EFPO,Pori Airport,medium_airport,FI,FI-17,Pori,61.4617,21.799999
EFRO,Rovaniemi Airport,large_airport,FI,FI-10,Rovaniemi,66.563327,25.829751
EFSA,Savonlinna Airport,medium_airport,FI,FI-04,Savonlinna,61.9431,28.945101
EFSI,Seinäjoki Airport,medium_airport,FI,FI-03,Seinäjoki / Ilmajoki,62.692101,22.8323
EFSO,Sodankyla Airport,medium_airport,FI,FI-10,Sodankyla,67.3949966431,26.6191005707
EFTP,Tampere-Pirkkala Airport,large_airport,FI,FI-11,Tampere / Pirkkala,61.414101,23.604401
EFTU,Turku Airport,large_airport,FI,FI-19,Turku,60.514099,22.2628
EFVA,Vaasa Airport,large_airport,FI,FI-12,Vaasa,63.05023,21.762543
EFVR,Varkaus Airport,medium_airport,FI,FI-04,Varkaus / Joroinen,62.171101,27.868601
EHAL,Ameland Airport Ballum,small_airport,NL,NL-FR,Ballum,53.453612,5.678396
EHAM,Amsterdam Airport Schiphol,large_airport,NL,NL-NH,Amsterdam,52.308601,4.76389
EHBD,Kempen Airport Budel,medium_airport,NL,NL-NB,Weert,51.255299,5.60139
EHBK,Maastricht Aachen Airport,large_airport,NL,NL-LI,Maastricht,50.911087,5.769401
EHEH,Eindhoven Airport,large_airport,NL,NL-NB,Eindhoven,51.4500999451,5.37452983856
EHGG,Groningen Airport Eelde,large_airport,NL,NL-DR,Groningen,53.119107,6.577652
EHLE,Lelystad Airport,medium_airport,NL,NL-FL,Lelystad,52.453188,5.514622
EHRD,Rotterdam The Hague Airport,large_airport,NL,NL-ZH,Rotterdam,51.956902,4.43722
EHSE,Breda International Airport,small_airport,NL,NL-NB,Hoeven,51.554901,4.553003
EHTE,Teuge Airport,small_airport,NL,NL-GE,Deventer,52.242764,6.050004
EHTW,Twente Airport,medium_airport,NL,NL-OV,Enschede,52.275833,6.889167
EHTX,Texel International Airport,small_airport,NL,NL-NH,De Cocksdorp,53.114962,4.830552
EIAB,Abbeyshrule Aerodrome,small_airport,IE,IE-LD,Abbeyshrule,53.591373,-7.642947
EIBB,Ballyboughal Aerodrome,small_airport,IE,IE-D,Fingal,53.505556,-6.237778
EIBN,Bantry Aerodrome,small_airport,IE,IE-CO,Bantry,51.6772,-9.487123
EIBR,Birr Aerodrome,small_airport,IE,IE-OY,Birr,53.070599,-7.897468
EIBT,Belmullet Aerodrome,small_airport,IE,IE-MO,Belmullet,54.2228012085,-10.0307998657
EICA,Connemara Regional Airport,small_airport,IE,IE-G,Inverin,53.23030090332031,-9.467780113220217
EICK,Cork International Airport,large_airport,IE,IE-CO,Cork,51.841301,-8.49111
EICL,Clonbullogue Aerodrome,small_airport,IE,IE-OY,Clonbullogue,53.249657,-7.122746
EICN,Coonagh Aerodrome,small_airport,IE,IE-LK,Limerick,52.6665,-8.68183
EIDL,Donegal Airport,medium_airport,IE,IE-DL,Donegal,55.0442008972168,-8.340999603271484
EIDW,Dublin Airport,large_airport,IE,IE-D,Dublin,53.428713,-6.262121
EIIM,Inishmore Aerodrome,small_airport,IE,IE-G,Inis Mór,53.1067008972168,-9.653610229492188
EIIR,Inisheer Aerodrome,small_airport,IE,IE-G,Inis Oírr,53.064701,-9.5109
EIKK,Kilkenny Airport,small_airport,IE,IE-KK,Kilkenny,52.65079879760742,-7.296110153198242
EIKN,Ireland West Airport Knock,large_airport,IE,IE-MO,Charlestown,53.910439,-8.817002
EIKY,Kerry Airport,medium_airport,IE,IE-KY,Farranfore,52.180901,-9.52378
EIMN,Inishmaan Aerodrome,small_airport,IE,IE-G,Inis Meáin,53.092999,-9.56806
EINN,Shannon Airport,large_airport,IE,IE-CE,Shannon,52.702,-8.92482
EISG,Sligo Airport,medium_airport,IE,IE-SO,Sligo,54.280200958252,-8.5992097854614
EIWF,Waterford Airport,medium_airport,IE,IE-WD,Waterford,52.187199,-7.08696
EIWT,Weston Airport,medium_airport,IE,IE-D,Leixlip,53.351622,-6.490357
EKAH,Aarhus Airport,large_airport,DK,DK-82,Aarhus,56.303331,10.618286
EKAB,Arnborg Gliding Center,small_airport,DK,DK-82,Herning,56.011109,9.016041
EKBI,Billund Airport,large_airport,DK,DK-83,Billund,55.740335,9.157019
EKCH,Copenhagen Kastrup Airport,large_airport,DK,DK-84,Copenhagen,55.617900848389,12.656000137329
EKEB,Esbjerg Airport,medium_airport,DK,DK-83,Esbjerg,55.525902,8.5534
EKLS,Læsø Airport,small_airport,DK,DK-81,Læsø,57.277199,11.0001
EKMB,Lolland Falster Maribo Airport,medium_airport,DK,DK-85,Rødby,54.699447,11.438163
EKOD,Odense Hans Christian Andersen Airport,large_airport,DK,DK-83,Odense,55.475307,10.327206
EKRK,Copenhagen Roskilde Airport,medium_airport,DK,DK-85,Roskilde,55.585602,12.1314
EKRN,Bornholm Airport,medium_airport,DK,DK-84,Rønne,55.063301,14.7596
EKSB,Sønderborg Airport,medium_airport,DK,DK-83,Sønderborg,54.96440124511719,9.791729927062988
EKSN,Sindal Airport,medium_airport,DK,DK-81,Sindal,57.503502,10.2294
EKSV,Skive Airport,medium_airport,DK,DK-82,Skive,56.550201,9.17298
EKTS,Thisted Airport,medium_airport,DK,DK-81,Thisted,57.068802,8.70522
EKVJ,Stauning Vestjylland  Airport,medium_airport,DK,DK-82,Skjern,55.990101,8.35391
EKYT,Aalborg Airport,large_airport,DK,DK-81,Aalborg,57.094763,9.84993
ELLX,Luxembourg-Findel International Airport,large_airport,LU,LU-L,Luxembourg,49.626845,6.212134
EPBB,Babięta,small_airport,PL,PL-WN,Babięta,53.667905,21.255426
EPBC,Warsaw Babice Airport,small_airport,PL,PL-MZ,Warsaw,52.269199,20.907203
EPBY,Ignacy Jan Paderewski Bydgoszcz Airport,medium_airport,PL,PL-KP,Bydgoszcz,53.096802,17.977699
EPGD,Gdańsk Lech Wałęsa Airport,large_airport,PL,PL-PM,Gdańsk,54.377602,18.4662
EPKK,Kraków John Paul II International Airport,large_airport,PL,PL-MA,Balice,50.077702,19.7848
EPKT,Katowice Wojciech Korfanty International Airport,large_airport,PL,PL-SL,Katowice,50.476015,19.080705
EPLB,Lublin Airport,large_airport,PL,PL-LU,Lublin,51.240157,22.713461
EPLL,Łódź Władysław Reymont Airport,large_airport,PL,PL-LD,Łódź,51.721901,19.3981
EPMO,Warsaw Modlin Airport,large_airport,PL,PL-MZ,Nowy Dwór Mazowiecki,52.451099,20.6518
EPPO,Poznań-Ławica Airport,large_airport,PL,PL-WP,Poznań,52.421598,16.823359
EPRA,Warsaw Radom Airport,medium_airport,PL,PL-MZ,Radom,51.38937,21.214742
EPRU,Częstochowa-Rudniki Airport,small_airport,PL,PL-SL,Rudniki,50.884716,19.201842
EPRZ,Rzeszów-Jasionka Airport,large_airport,PL,PL-PK,Jasionka,50.109791,22.024155
EPSC,Solidarity Szczecin–Goleniów Airport,large_airport,PL,PL-ZP,Szczecin(Glewice),53.584702,14.9022
EPSY,Olsztyn-Mazury Airport,medium_airport,PL,PL-WN,Szymany,53.481899,20.9377
EPWA,Warsaw Chopin Airport,large_airport,PL,PL-MZ,Warsaw,52.165699,20.9671
EPWR,Copernicus Wrocław Airport,large_airport,PL,PL-DS,Wrocław,51.103719,16.882096
EPZG,Zielona Góra-Babimost Airport,medium_airport,PL,PL-LB,Nowe Kramsko,52.1385,15.7986
ESDF,Ronneby Airport,medium_airport,SE,SE-K,Ronneby,56.266701,15.265
ESGG,Göteborg Landvetter Airport,large_airport,SE,SE-Q,Göteborg,57.6628,12.2798
ESGJ,Jönköping Airport,medium_airport,SE,SE-F,Jönköping,57.757598876953125,14.068699836730955
ESGL,Lidköping-Hovby Airport,small_airport,SE,SE-Q,Lidköping,58.4655,13.1744
ESGP,Säve Airport,medium_airport,SE,SE-Q,Göteborg,57.7747,11.8704
ESGR,Skövde Airport,medium_airport,SE,SE-Q,Skövde,58.456402,13.9727
ESGT,Trollhättan-Vänersborg Airport,medium_airport,SE,SE-Q,Trollhättan,58.31809997558594,12.345000267028809
ESKK,Karlskoga Airport,medium_airport,SE,SE-T,Karlskoga,59.345901,14.4959
ESKM,Mora Airport,medium_airport,SE,SE-W,Mora,60.957901,14.5114
ESKN,Stockholm Skavsta Airport,large_airport,SE,SE-D,Nyköping,58.789656,16.911479
ESMK,Kristianstad Airport,medium_airport,SE,SE-M,Kristianstad,55.9217,14.0855
ESMO,Oskarshamn Airport,small_airport,SE,SE-H,Oskarshamn,57.350498,16.497999
ESMQ,Kalmar Airport,medium_airport,SE,SE-H,Kalmar,56.685501,16.2876
ESMS,Malmö Sturup Airport,large_airport,SE,SE-M,Malmö,55.535564,13.376327
ESMT,Halmstad Airport,medium_airport,SE,SE-N,Halmstad,56.69110107421875,12.820199966430664
ESMX,Växjö Kronoberg Airport,medium_airport,SE,SE-G,Växjö,56.929100036621094,14.727999687194824
ESND,Sveg Airport,small_airport,SE,SE-Z,Sveg,62.047798,14.4229
ESNG,Gällivare Airport,medium_airport,SE,SE-BD,Gällivare,67.13240051269531,20.814599990844727
ESNK,Kramfors-Sollefteå Höga Kusten Airport,medium_airport,SE,SE-Y,Nyland,63.048599,17.7689
ESNL,Lycksele Airport,medium_airport,SE,SE-AC,Lycksele,64.548302,18.7162
ESNN,Sundsvall-Härnösand Airport,medium_airport,SE,SE-Y,Sundsvall/ Härnösand,62.528099060058594,17.443899154663086
ESNO,Örnsköldsvik Airport,medium_airport,SE,SE-Y,Örnsköldsvik,63.40829849243164,18.989999771118164
ESNQ,Kiruna Airport,large_airport,SE,SE-BD,Kiruna,67.821999,20.3368
ESNS,Skellefteå Airport,medium_airport,SE,SE-AC,Skellefteå,64.62480163574219,21.076900482177734
ESNU,Umeå Airport,large_airport,SE,SE-AC,Umeå,63.791801,20.282801
ESNV,Vilhelmina South Lapland Airport,medium_airport,SE,SE-AC,Vilhelmina,64.579102,16.833599
ESNX,Arvidsjaur Airport,medium_airport,SE,SE-BD,Arvidsjaur,65.59030151367188,19.28190040588379
ESNY,Söderhamn Airport,medium_airport,SE,SE-X,Söderhamn,61.261501,17.0991
ESNZ,Åre Östersund Airport,large_airport,SE,SE-Z,Östersund,63.193546,14.504168
ESOE,Örebro Airport,medium_airport,SE,SE-T,Örebro,59.22370147705078,15.038000106811523
ESOH,Hagfors Airport,small_airport,SE,SE-S,Råda,60.0201,13.5789
ESOK,Karlstad Airport,medium_airport,SE,SE-S,Karlstad,59.444698,13.3374
ESOW,Stockholm Västerås Airport,large_airport,SE,SE-U,Stockholm / Västerås,59.589401,16.6336
ESPA,Luleå Airport,large_airport,SE,SE-BD,Luleå,65.5438,22.122
ESSA,Stockholm-Arlanda Airport,large_airport,SE,SE-AB,Stockholm,59.64849,17.928829
ESSB,Stockholm-Bromma Airport,medium_airport,SE,SE-AB,Stockholm,59.354401,17.9417
ESSD,Dala Airport,medium_airport,SE,SE-W,Borlange,60.422001,15.5152
ESSF,Hultsfred Airport,small_airport,SE,SE-H,Hultsfred,57.525799,15.8233
ESSK,Gävle Sandviken Airport,medium_airport,SE,SE-X,Gävle / Sandviken,60.5933,16.951401
ESSL,Linköping City Airport,large_airport,SE,SE-E,Linköping,58.404909,15.684499
ESSP,Norrköping Airport,medium_airport,SE,SE-E,Norrköping,58.586299896240234,16.250600814819336
ESST,Torsby Airport,medium_airport,SE,SE-S,Torsby,60.1576,12.9913
ESSU,Eskilstuna Airport,medium_airport,SE,SE-D,Eskilstuna,59.351101,16.708401
ESSV,Visby Airport,large_airport,SE,SE-I,Visby,57.6628,18.346201
ESSW,Västervik Airport,small_airport,SE,SE-H,Västervik,57.779999,16.5236
ESTA,Ängelholm-Helsingborg Airport,medium_airport,SE,SE-M,Ängelholm,56.29610061645508,12.847100257873535
ESUD,Storuman Airport,medium_airport,SE,SE-AC,Storuman,64.960899,17.6966
ESUE,Idre Airport,small_airport,SE,SE-W,Idre,61.869701,12.6894
ESUP,Pajala Airport,small_airport,SE,SE-BD,Pajala,67.244569,23.074894
ESUT,Hemavan Airport,small_airport,SE,SE-AC,Hemavan,65.806099,15.0828
ESVS,Siljansnäs Air Park,small_airport,SE,SE-W,Siljansnäs,60.785099,14.8272
ETIC,Grafenwöhr Army Air Field,medium_airport,DE,DE-BY,Grafenwöhr,49.6987,11.9402
ETMN,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,medium_airport,DE,DE-NI,Wurster Nordseeküste,53.767689,8.659201
ETNL,Rostock-Laage Airport,medium_airport,DE,DE-MV,Laage,53.918201,12.2783
ETSI,Ingolstadt Manching Airport,medium_airport,DE,DE-BY,Manching,48.7156982421875,11.534000396728516
EVLA,Liepāja International Airport,large_airport,LV,LV-112,Liepāja,56.517502,21.096901
EVRA,Riga International Airport,large_airport,LV,LV-062,Riga,56.920752,23.970711
EVRS,Spilve Aerodrome,small_airport,LV,LV-RIX,Riga,56.9911,24.075001
EVVA,Ventspils International Airport,small_airport,LV,LV-VEN,Ventspils,57.3578,21.544201
EYKA,Kaunas International Airport,large_airport,LT,LT-KU,Kaunas,54.963965,24.08582
EYPA,Palanga International Airport,large_airport,LT,LT-KL,Palanga,55.973202,21.093901
EYSA,Šiauliai International Airport,medium_airport,LT,LT-SA,Šiauliai,55.89390182495117,23.395000457763672
EYVI,Vilnius International Airport,large_airport,LT,LT-VL,Vilnius,54.634102,25.285801
LFTA,La Tranche-sur-Mer ULM,small_airport,FR,FR-PDL,La Tranche-sur-Mer,46.363534,-1.427364
GCFV,Fuerteventura Airport,large_airport,ES,ES-CN,El Matorral,28.4527,-13.8638
GCGM,La Gomera Airport,small_airport,ES,ES-CN,"Alajero, La Gomera Island",28.0296,-17.2146
GCHI,El Hierro Airport,medium_airport,ES,ES-CN,El Hierro Island,27.8148,-17.8871
GCLA,La Palma Airport,medium_airport,ES,ES-CN,"Sta Cruz de la Palma, La Palma Island",28.626499,-17.7556
GCLB,El Berriel Aeroc Airport,small_airport,ES,ES-CN,Gran Canaria Island,27.782499,-15.5072
GCLP,Gran Canaria Airport,large_airport,ES,ES-CN,Gran Canaria Island,27.9319,-15.3866
GCRR,César Manrique-Lanzarote Airport,large_airport,ES,ES-CN,San Bartolomé,28.945499,-13.6052
GCTS,Tenerife Sur Airport,large_airport,ES,ES-CN,Tenerife,28.0445,-16.5725
GCXO,Tenerife Norte-Ciudad de La Laguna Airport,large_airport,ES,ES-CN,Tenerife,28.482752,-16.341707
GEML,Melilla Airport,medium_airport,ES,ES-ML,Melilla,35.2798,-2.95626
LICN,Calatabiano (Aviosuperficie Angelo D'Arrigo),small_airport,IT,IT-82,Calatabiano (CT),37.799561,15.22775
LICK,Scalea Airport,small_airport,IT,IT-78,Scalea (CS),39.776188,15.811343
LBBG,Burgas Airport,large_airport,BG,BG-02,Burgas,42.569917,27.515173
LBBZ,Bazan Airstrip,small_airport,BG,BG-18,Bazan,43.728429,26.119696
LBGI,Gorski Izvor Airstrip,small_airport,BG,BG-26,Gorski Izvor,42.035833,25.408333
LBGO,Gorna Oryahovitsa Airport,medium_airport,BG,BG-04,Gorna Oryahovitsa,43.151402,25.7129
LBPD,Plovdiv International Airport,large_airport,BG,BG-16,Plovdiv,42.067799,24.8508
LBRS,Ruse Airport,small_airport,BG,BG-18,Shtraklevo,43.694801,26.0567
LBSF,Sofia Airport,large_airport,BG,BG-22,Sofia,42.696357,23.417671
LBSZ,Stara Zagora Airport,small_airport,BG,BG-24,Stara Zagora,42.376667,25.655
LBWN,Varna Airport,large_airport,BG,BG-03,Varna,43.232101,27.8251
LCEN,Ercan International Airport,large_airport,CY,CY-02,Tymbou (Kirklar),35.153064,33.507352
LCLK,Larnaca International Airport,large_airport,CY,CY-04,Larnaca,34.875099,33.624901
LCPH,Paphos International Airport,large_airport,CY,CY-06,Paphos,34.717999,32.485699
LCRA,RAF Akrotiri,medium_airport,CY,CY-XX,Akrotiri,34.590401,32.9879
LDDU,Dubrovnik Ruđer Bošković Airport,large_airport,HR,HR-19,Dubrovnik,42.562247,18.265543
LDLO,Lošinj Airport,small_airport,HR,HR-08,Mali Lošinj,44.566985,14.393883
LDOS,Osijek Airport,medium_airport,HR,HR-14,Osijek(Klisa),45.462355,18.811278
LDPL,Pula Airport,large_airport,HR,HR-18,Pula,44.893501,13.9222
LDRI,Rijeka Airport,large_airport,HR,HR-08,Rijeka(Omišalj),45.216376,14.57085
LDSB,Brač Airport,medium_airport,HR,HR-17,Gornji Humac,43.284454,16.678362
LDSP,Split Saint Jerome Airport,large_airport,HR,HR-17,Split,43.538898,16.298
LDZA,Zagreb Franjo Tuđman International Airport,large_airport,HR,HR-01,Velika Gorica,45.742901,16.0688
LDZB,Buševec Velika Glider Field,small_airport,HR,HR-01,Busevec,45.647499,16.124399
LDZD,Zadar Airport,large_airport,HR,HR-13,Zadar,44.096986,15.353565
LEAL,Alicante-Elche Miguel Hernández Airport,large_airport,ES,ES-VC,Alicante,38.2822,-0.558156
LEAM,Almería Airport,medium_airport,ES,ES-AN,Almería,36.843899,-2.3701
LEAS,Asturias Airport,large_airport,ES,ES-AS,Ranón,43.563599,-6.03462
LEBA,Córdoba Airport,medium_airport,ES,ES-AN,Córdoba,37.841999,-4.84888
LEBB,Bilbao Airport,large_airport,ES,ES-PV,Bilbao,43.301102,-2.91061
